county,method,Q1x,Q2x,Q2.1x,Q2xRANGE,Q3.1x,Q3.2x,Q3.3x,Q3.4x,Q3.5x,Q3.6x,Q3.6.1,Q3SUM,Q3.1xNUM,Q3.2xNUM,Q3.3xNUM,Q3.4xNUM,Q3.5xNUM,Q3.6xNUM,CountQ3,MoreGear,Q4x,Q4ax,Q5x,Q5.1x,Q5xMEAN,Q5xRANGE,Q6.1x,Q6.2x,Q6.3x,Q6.4x,Q6.4.1,Q6.1xMEAN,Q6.2xMEAN,Q6.3xMEAN,Q6.4xMEAN,CountQ6,Q6SUM,Q6.1xNUM,Q6.2xNUM,Q6.3xNUM,Q6.4xNUM,Q7.1x,Q7.2x,Q8.1x,Q8.2x,Q8.1xMEAN,Q8.2xMEAN,Q8SUM,Q9x,Q10x,Q10.1x,Q11x,Q11.1x,Q12x,Q12.1x,Q13x,Q13.1x,TOTALCaught,Q10xMEAN,Q11xMEAN,Q12xMEAN,Q13xMEAN,Q14x,Q14xMEAN,Q14ax,Q14axMEAN,BaseforQ15,Q15.1x,Q15.2x,Q15.3x,Q15.4x,Q15.5x,Q15.6x,Q15.7x,Q15.7.1,CountQ15,CountQ15_Primary,Q15_Primary,Q16x,q16.1x,q16.2x,Q16.3,Q17.2xMEAN,Q17.1x,Q17.2x,Q17.3x,Q17.4x,Q17.1xMEAN,Q17.3xMEAN,Q17.4xMEAN,Q17SUM,Q17.1xAMOUNT,Q17.2xAMOUNT,Q17.3xAMOUNT,Q17.4xAMOUNT,Q17TotalAMOUNT,Q18x,Q19.1x,Q19.2x,Q19.3x,Q19.4x,Q19.5x,Q19.6x,Q19.6.1,Q19.1xMEAN,Q19.2xMEAN,Q19.3xMEAN,Q19.4xMEAN,Q19.5xMEAN,Q19.6xMEAN,Q19SUM,Q20x,Q20.1x,Q20xMEAN,Q20TotalVALUE,Q20OtherVALUE,Q21.1x,Q21.2x,Q21.3x,Q21.4x,Q21.1xMEAN,Q21.2xMEAN,Q21.3xMEAN,Q21.4xMEAN,Q21SUM,Q21.1xVALUE,Q21.2xVALUE,Q21.3xVALUE,Q21.4xVALUE,Q22x,Q22xMEAN,Q23x,Q24x,Q25x,vesselsize,Q26x,Q27x,boatage,Q28x,boatown,Q29x,Q30x,Q31x,fuelprice1,truckfuelprice1,iceprice1,baitprice1,fuelprice2,truckfuelprice2,iceprice2,baitprice2,Troll,Bait,Pelagic,Bottomfish,Deep7Bottomfish,ShallowBottomfish,Reef,Q3.1xMEAN,Q3.2xMEAN,Q3.3xMEAN,Q3.4xMEAN,Q3.5xMEAN,Q3.6xMEAN,CommonGear,Q32.1,Q32a.1.1x,Q32a.2.1x,Q32a.4.1x,Q32a.5.1x,Q2xMEAN,SurveyID,Q32x,AVC1,Q32a.1x,Q32a.2x,Q32a.3x,Q32a.4x,Q32a.5x,Q32a.6x,Q32a.7x,Q32a.8x,Q32a.9x,Q32a.9.1,TFC,Q34.1x_A,Q34.2x_A,Q34.3x_A,Q34.4x,Q34.5x,Q34.6x,Q34.7x,Q34.8x,Q34.8.1,Q32bx,Q32b.1x,Q32b.2x,Q32b.3,Q33a.1.1x,Q33a.2.1x,Q33a.4.1x,Q33a.5.1x,Q33.1,Q33x,AVC2,Q33a.1x,Q33a.2x,Q33a.3x,Q33a.4x,Q33a.5x,Q33a.6x,Q33a.7x,Q33a.8x,Q33a.9x,Q33a.9.1,Q33bx,Q33b.1x,Q33b.2x,Q33b.3,Q34.1x,Q34.1.1x,Q34.2x,Q34.2.1x,Q34.3x,Q34.3.1x,Q35x,Q36x,Q37x,Q38x,Q39.1x,Q39.2x,Q39.3x,Q39.4x,Q39.5x,Q39.6x,Q39.6.1,NumEthnic,Ethnic,Q40x,Q41x,Q42.1x,Q42.2x,Q42.3x,Q42.4x,Q43,Q44.1,Q44.1.1,Q44.1.2,Q44.2,Q44.2.1,Q44.2.2,Q44.3,Q44.3.1,Q44.3.2,Q45.1,Q45.2,Q45.3,Q46.1,Q46.2,Q46.3,Q46.4,Q46.5,Q46.6,Q46.7,Q46.7.1,Q47.1,Q47.2,Q47.3,Q47.4,Q47.5,Q47.6,Q47.7,Q47.7.1,Q48,Q49,Q49a,NumCaught,NumLost,NumReleased,NumSold,LbsCaught,LbsSold,Value,CML_NO,CaughtvsSample,PerReleased,PerSold,CatchPerTrip,CatchPerTrip_R,ValuePerTrip,ValuePerTrip_R,AVC1_Troll,AVC1_Bait,AVC1_Deep7Bottom,AVC1_ShallowBottom,AVC1_Spear,AVC1_Other,AVC2_Troll,AVC2_Bait,AVC2_Deep7Bottom,AVC2_ShallowBottom,AVC2_Spear,AVC2_Other,Hawaii,Total,Q15_Primary_Report,boatimprove,ck,TotalCaught_R,Q20XMEAN_R,Q24xMEAN,Q7.1xMEAN,Q7.2xMEAN,Q17TotalAMOUNTck
2,2,2, ,3,3,5,3,3,3,1,3,Crabb nets,100,21.6,3.6,3.6,3.6,0,3.6,5,16,2, , ,2,6,2,6,1,1,1, ,100,0,0,0,1,100,6,0,0,0, , ,4,4,50,50,100,3,5, ,2, ,4, ,4, ,1375,750,25,300,300,4,50,4,50,1, , ,1,1,1, , , ,3,3, ,4, , ,depends on fishing trip + how productive,10,3,3,3,5,10,10,70,100,137.5,137.5,137.5,962.5,1375,1,1,1,4,3,3,1, ,0,0,50,25,25,0,100,3, ,750,750,0,5,3,3,1,60,20,20,0,100,450,150,150,0,4,50,1,1,27,3,130,1995,26,2003,18,40000,35000,2010,3.57142857142857,5,.133333333333333,25,3.57142857142857,5,.133333333333333,25,1,1,1,1,1,1,0,60,10,10,10,0,10,1, ,70,8,300,2,36,1652,1,446,250,40,5,40,50,35,20,6,0, ,6550,900,0,150,3000,1500,1000,0,0, ,1, , , ,70,8,300,2, ,2,446,250,40,5,40,50,35,20,6,0, ,1, , , ,75,1,0, ,150,2,1,6,96719, , , , ,1, , , ,1,4,3,3,1,1,1,1,Because of COVID-19 Situation - more people were out on the water for food sustenance to produce for home feed family consumption.,Wahoo mahimahi,tuna-ahi,deep-7 shallow bottom,wahoo mahimahi,tuna-ahi,deep-7 shallow bottom,"ono, wahoo, mahimahi", , ,4,5,4,4,5,4,4, , , , ,3,1,1,2,1,2, , , ,Yes - COVID-19 had big impact on the way I fished due to business closures + shut down, ,4,0,0,1,98,35,175,5348,1340,0,35.7142857142857,38.1944444444444,3,20.8333333333333,1,446, , , , , , ,446, , , , ,1,1, ,11,0,5,3,0, , ,0
2,2,1, ,1,1,5,2,3,2,1,1, ,100,4.2,.3,1.2,.3,0,0,4,14,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,5,3,75,25,100,2,5, ,2, ,1, ,1, ,775,750,25,0,0,4,50,3,25,1,2,2,2,2,2,2, , ,6,0, ,4, , , ,10,3,3,2,5,10,5,75,100,77.5,77.5,38.75,581.25,775,1,6,1,1,1,1,1, ,100,0,0,0,0,0,100,5, ,3500,3500,0,6,3,1,1,90,10,0,0,100,3150,350,0,0,2,5,1,1,21,2,180,1998,23,1998,23,12500,30000,2010,3.625,4,.166666666666667,25, , , , ,1,1,1,1,1,1,0,70,5,20,5,0,0,1, ,40,8,300,1,6,1363,1,482,145,32,60,50,25,20,100,50,0, ,7100,0,0,0,3000,4000,100,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,0, ,0, ,0, ,1,6,96720,2, ,1, , , , , ,1,2,5,3,1,1, ,2,no value,ahi,ono,mahi mahi,ahi,mahi mahi,aku,ahi,mahi mahi,aku,4,4,4,5,4,4,4,4,5, , ,4,4,4,4,3,5, , , ,no, ,15,0,0,59,106.86,1501.5,4970.06,2680,-726.5,0,1405.10948905109,129.166666666667,5,583.333333333333,4,482, , , , , , , , , , , ,1,1, ,11,0,4,5,0, , ,0
2,1,2, ,4,4,5,3,1,3,3,1,n/a,100,52.5,7.5,0,7.5,7.5,0,4,15,2, , ,2,6,2,5,3,1,1, ,75,25,0,0,2,100,4.5,1.5,0,0,1,2,2,6,5,95,100,1,5, ,2, ,2, ,6,1700,2500,750,25,25,1700,4,50,5,75,1,2,3,1,1,1,2, ,n/a,6,3, ,4, , , ,20,2,3,2,5,5,5,70,100,125,500,125,1750,2500,1,5,1,1,3,2,1,n/a,70,0,0,25,5,0,100,6, ,7500,750,6750,1,1,2,2,0,0,5,5,10,0,0,375,375,3,25,2, , , , , , , , , , , ,2.30769230769231,3.125, , ,3.75,3.57142857142857, , ,1,1,1,1,0,1,1,70,10,0,10,10,0,1, ,13,8,0,0,75,1244,1,285,30,25,5,0,0,45,150,30,0,n/a,8400,600,0,0,6000,1500,300,0,0,n/a,1, , , ,4,7,0,0, ,4,245,15,25,10,0,0,45,100,50,0,n/a,1, , , ,600,2,0, ,0, ,1,2,96749,2, , , ,1,1, , ,2,7,6,4,1,1,1,1,All for show.,akule,ahi,bottom,ahi,mahi,ono,all,types,fish,4,5,5,5,5,5,5,5,5,1,n/a,1,1,1,1,1,1,1,n/a,Hiring more local people that work here and live here and stop hiring people that have no interest in our environment and people.,no changes,n/a,1346,0,0,543,731.6,1935,7587.45,32037,565,0,264.488791689448,33.3333333333333,3,100,2,285, , , , , , , , ,245, , ,1,1, , ,0,5,6, ,0,5,0
1,2,2, ,1,1,5,2,3,3,1,1, ,100,4.5,.3,.6,.6,0,0,4,14,2, , ,2,6,2,6,1,1,1, ,100,0,0,0,1,100,6,0,0,0, , ,2,6,6,94,100,1,4, ,4, ,4, ,2, ,925,300,300,300,25,4,50,3,25,1, ,1,1,1, , , , ,3,3, ,4, , , ,25,3,3,3,3,25,25,25,100,231.25,231.25,231.25,231.25,925,1,1,6,1,1,3,1, ,0,90,0,0,10,0,100,2, ,300,299.97,.0300000000000296,3,3,3,1,33.33,33.33,33.33,0,99.99,99.99,99.99,99.99,0,2,5,1,4,24,2,200,1993,28,2013,8,50000,40000,2020,3.75,5,.0333333333333333,25,4.8, ,.05,25,1,1,1,1,1,1,0,75,5,10,10,0,0,1, ,40,10,300,2,6,1679,1,440,150,50,25,10,50,50,5,100,0, ,5770,800,0,1920,900,2000,150,0,0, ,1, , , ,25,0,200,2, ,2,300,120,0,10,10,50,50,10,50,0, ,1, , , ,800,2,0, ,160,1,1,4,96825,2, ,1, ,1,1, , ,3,7,6,5,2,2, ,2,"Expensive, overregulated, controlled, price at block",mahi,onaga,ahi,ahi,onaga,mahi,ahi,ono,uku,2,5,5,1,5,1,1,1,5, , ,3,2, ,1,1,1, , ,"1) Why is there such an increase in shark activity? 2) I''ve noticed while trolling on calm days, a particulate in the water that affects the turbity. Fish don''t bite in this.",Not really. Fuel prices were lower but market prices were good to confusing. We went more bc there was less to do w/ shut down.,No logic to being a fisherman.,5,15,7,25,29,211.5,932.4,26699,713.5,140,729.310344827586,154.166666666667,5,50,1,440, , , , , , ,300, , , , ,1,1, ,1,0,4,2,50, , ,0
2,2,2, ,2,2,5,3,2,3,1,1, ,100,13.5,1.8,.9,1.8,0,0,4,14,2, , ,2,6,2,6,1,1,1, ,100,0,0,0,1,100,6,0,0,0, , ,6,2,95,5,100,4,5, ,1, ,4, ,5, ,1800,750,0,300,750,5,75,6,95,1,1,1,1, , , , , ,3,3, ,1, , , ,47.5,4,4,2,1,47.5,5,0,100,855,855,90,0,1800,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,1,2,20,2,120,2004,17,2020,1,18000,40000,2020,9, ,.140625,1.5,5,5,1.125, ,1,1,1,1,1,1,0,75,10,5,10,0,0,1,"trolling, bait for pelagic, shallow bottomfish",20, ,320,30,18,1658,6,718,180,100,0,45,45,40,108,200,0, ,3474,624,0,0,1500,1200,150,0,0, ,1, , , ,20,20,40, , ,2,530,100,100,0,45,45,40,0,200,0, ,1, , , ,624,2,0, ,0, ,1,6,96720,2, ,1, , , , , ,1,2,4,4,1,1,1,1,Increase in price of fish at market + pleasure weekend fishermen,ahi,ono,aku,ahi,ono,aku,ahi,ono,aku,5,3,3,5,5,5,5,5,5, , ,5,5,5,5,5,5, , , ,No, ,39,0,1, ,360, , ,34463, ,2.56410256410256, ,100,4, , , , , , , ,718, ,530, , , , ,1,1, ,1,0,5, ,5, , ,0
4,2,1,35,3,3,5,3,3,2,1,1, ,100,26.25,3.5,3.5,1.75,0,0,4,14,1,12, , ,0,1, , , , , , , , , ,0, , , , , , , ,5,4,60,40,100,2,6,4500,4, ,1, ,1, ,4800,4500,300,0,0,3,25,4,50,1, ,1, , ,1, , , ,2,2, ,1, , , ,20,3,3,1,5,20,0,60,100,960,960,0,2880,4800,1,3,1,3,4,4,1, ,10,0,10,40,40,0,100,5, ,3500,3500,0,6,3,1,1,90,10,0,0,100,3150,350,0,0,3,25,1,1,27,3,300,2017,4,2017,4,135000,100000,2019,6.66666666666667,3,.135135135135135,25, , , , ,1,1,1,1,1,1,0,75,10,10,5,0,0,1,"trolling, bait for pelagic, deep 7",30,5,370,2,35,1128,6,445,200,15,0,50,50,30,50,50,0, ,4350,3500,0,0,500,300,50,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,3500,2,0, ,0, ,1,6,96754,2, , , ,1, , , ,1,4,2,3,1,1,1,1, ,palegic,bottom deep, ,palegic,bottom deep, ,palegic,bottom deep, ,4,4,4,4,3,3,5,3,5, , ,4,3,3,5,4,5, , , ,COVID 19 has affected my sales drastically,No marketing the fish,6,0,0,17,252,217.5,1764.75,1927,4582.5,0,86.3095238095238,137.142857142857,5,100,2, , , , , ,445, , , , , , ,1,1, ,2,0,5,5,0, , ,0
1,1,1,80,4,4,5,3,1,3,1,1, ,100,64,8,0,8,0,0,3,10,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,5,40,60,100,3,4, ,2, ,3, ,2, ,425,300,25,75,25,3,25,3,25,1,1,1,2,3,2,3, , ,6,2, ,2,90, , ,10,4,3,3,3,50,10,30,100,212.5,42.5,42.5,127.5,425,1,1,1,1,1,6,1, ,0,0,0,0,100,0,100,3, ,750,750,0,6,2,2,1,90,5,5,0,100,675,37.5,37.5,0,2,5,1,1,24,2,200,2019,2,2019,2, ,100000, ,2.85714285714286,5,.3125,10, , , , ,1,1,1,1,0,1,0,80,10,0,10,0,0,1, ,35,2,80,1,80,1356,1,210,100,10,0,25,10,15,0,50,0, ,16150,1800,10800,3000,0,500,50,0,0, ,3, ,90, , , , , , , , , , , , , , , , , , , , , , ,150,1,900,1,250,1,1,1,96825,2, , , , ,1, , ,1,6,5,5,1,1,1,1,more people and becoming more popular,ono,mahimahi,shibi,ono,mahimahi,shibi,ono,mahimahi,shibi,4,5,5,5,4,4,4,4,4,1,no,4,4,4,4,4,4,1,no,no,less people on the boat,safety and law,19,0,2,2,274.6,15,140,34608,410,10.5263157894737,5.46249089584851,5.3125,2,9.375,1,210, , , , , , , , , , , ,1,1, , ,0,3,3,0, , ,0
4,2,1, ,3,3,5,3,1,3,1,1, ,100,28.8,3.6,0,3.6,0,0,3,10,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,4,50,50,100,2,6,3000,3, ,4, ,2, ,3400,3000,75,300,25,2,5,2,5,1, , ,1, ,1, , , ,2,2, ,1, , , ,30,2,3,2,5,5,5,60,100,170,1020,170,2040,3400,1,4,1,2,4,2,1, ,45,0,5,45,5,0,100,6, ,7500,7500,0,5,2,3,1,75,5,20,0,100,5625,375,1500,0,3,25,1,1,22,2,180,1989,32,2016,5,55000,50000, ,4,5,.2,30, , , , ,1,1,1,1,0,1,0,80,10,0,10,0,0,1,trolling and bait for pelagic,30,4,300,2,36,1148,6,370,120,20,10,60,60,20,30,50,0, ,7400,0,4800,0,2000,500,100,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,0, ,400,1,0, ,1,2,96759,2, , , , ,1, , ,1,6,3,3,1,2,1,2,I generally stick to the same fishing methods,ahi,mahi,ono,uku,ono,ahi,ahi,mahi,ono,5,5,5,5,5,5,5,4,5, , ,5,5,5,5,4,5, , ,No,COVID-19 has impacted fishing this past year by not being able to sell my catch for what it should be worth. Therefore I did not fish as much,Fish were not getting the market price they deserve,32,0,0,130,1534,2554,9756,28252,846,0,166.492829204694,94.4444444444444,4,208.333333333333,3, , , , , ,370, , , , , , ,1,1, , ,0,5,6,0, , ,0
2,2,2, ,2,2,5,2,3,1,1,1, ,100,15.3,.9,1.8,0,0,0,3,9,2, , ,2,6,2,6,2,2,1, ,90,5,5,0,3,100,5.4,.3,.3,0,1,2,6,1,100,0,100,2,4, ,2, ,1, ,2, ,350,300,25,0,25,5,75,4,50,1,1,2,1,3,1,1, , ,6,4, ,4, , , ,40,4,4,1,2,55,0,5,100,192.5,140,0,17.5,350,1,6,1,1,1,2,1, ,95,0,0,0,5,0,100,3, ,750, , , , , , , , , , , , , , , ,2,5,1,1,21,2,120,2017,4,2017,4,50000,50000, ,5.83333333333333, , , , , , , ,1,1,1,1,1,0,0,85,5,10,0,0,0,1, ,240, , , ,18,1303,1,3048,1400,48,0,400,150,300,750,0,0, ,1400,1400,0,0,0,0,0,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,1400,2,0, ,0, ,1,4,96720,2, ,1, , , , , ,1,2,5,5,1,1,1,1, ,ahi,ono,mahimahi, , , , , , ,5,5,5,5,2,4,4,4,5, , ,3,3,2,2,4,4, , , , , ,11,0,0,11,183.5,183.5,412.87,33718,166.5,0,100,19.4444444444444,2,41.6666666666667,1,3048, , , , , , , , , , , ,1,1, , ,0,3,3,0,0,5,0
1,2,1,8,1,1,1,1,1,6,1,1, ,100,0,0,0,8,0,0,1,3,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,6,1,100,0,100,2,1, ,1, ,4, ,4, ,600,0,0,300,300,1,0, , ,1,1,2, ,3, , , , ,3,1,1,1, , , ,50,4,4,1,1,50,0,0,100,300,300,0,0,600,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,1,1,16,2,60,2009,12,2013,8,20000,20000,2020,3,3.5,.333333333333333, , , , , ,0,0,0,1,0,1,0,0,0,0,100,0,0,4, ,4,2,30, ,8,1771,4,244,12,7,0,10,5,10,0,0,200,launch/parking,1200,100,0,0,0,500,600,0,0, ,1, , , , , , , , , , , , , , , , , , , , , , , , ,100,2,0, ,0, ,1,6,96782,2, ,1, , , , , ,1,2,7,5,2,2, ,2, , , , ,papa,weke ula,tako,papa,weke ula,tako,4,4,4,4,4,4,4,4,5, , ,3,3,3,3,3,2, , , , , ,59,0,20, ,113, , ,10819, ,33.8983050847458, ,75,4, , , , , ,244, , , , , , , , ,1,1,5,1,0,4, ,0, , ,0
3,1,1, ,3,3,3,2,3,5,1,1, ,100,3.6,1.8,3.6,27,0,0,4,14,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,4,4,50,50,100,3,2, ,2, ,2, ,4, ,375,25,25,25,300,2,5,2,5,1,1,2,3, , , , , ,3,1,1,1, , , ,47.5,4,4,2,1,47.5,5,0,100,178.125,178.125,18.75,0,375,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,1,1,19,2,115,2010,11,2019,2,30000,35000,2019,4,4,.133333333333333,100,5.38461538461539,3.75,.166666666666667,40,1,1,1,1,1,1,0,10,5,10,75,0,0,4, ,10,5,150,.25,36,1216,4,205,40,20,10,20,25,25,50,15,0, ,2650,650,0,0,600,1200,200,0,0, ,1, , , ,13,4,150,1, ,3,240,70,15,20,25,40,25,25,20,0, ,1, , , ,650,2,0, ,0, ,1,3,96793,2, ,1, , , , , ,1,2,5,5,1,1,1,1,With COVID people are looking to do other things and subsistence fishing as well as getting out and doing something rather than staying in.,Opakapaka,Ehu,Onaga,Uku,Nabeta,Wekeula,Uku,Nabeta,Wekeula,4,5,5,4,4,4,4,4,5, , ,3,3,3,3,3,2, , , , , ,23,0,0, ,87, , ,21866, ,0, ,10.4166666666667,2, , , , , ,205, , , , ,240, , , ,1,1,5,2,0,3, ,0, , ,0
3,2,2, ,1,1,3,3,3,5,1,1, ,100,.6,.6,.6,4.2,0,0,4,14,2, , ,2,6,2,6,1,1,1, ,100,0,0,0,1,100,6,0,0,0, , ,5,4,60,40,100,2,2, ,1, ,2, ,4, ,350,25,0,25,300,1,0, , ,1,1, , , , , , , ,1,1,1,2,50, , ,50,4,4,1,1,50,0,0,100,175,175,0,0,350,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,1,1,18,2,120,2001,20,2010,11,37000,50000,2019,4.16666666666667,4,.12, ,4.16666666666667,4,.12, ,1,1,1,1,1,1,0,10,10,10,70,0,0,4,"bait for pelagic, shallow bottom fish",6,5,100, ,6,1225,6,87,25,20,0,12,10,20,0,0,0, ,700,0,0,0,100,100,500,0,0, ,1, , , ,6,5,100, , ,4,87,25,20,0,12,10,20,0,0,0, ,1, , , ,0, ,0, ,0, ,1,6,96793,2, ,1, , , , , ,1,2,3,3,1,1,1,1, , , , ,nabeta,opelu,akule,nabeta,opelu,akule,3,4,4,4,3,4,4,3,5, , ,4,3,4,3,3,2, , , , , ,0,0,0, ,100, , ,20922, , , ,58.3333333333333,4, , , , , , , ,87, , , ,87, , ,1,1,5,2,0,3, ,0, , ,0
1,1,2,20,2,2,3,3,4,2,1,1, ,100,4,4,11,1,0,0,4,14,2, , ,2,6,2,6,1,1,1, ,100,0,0,0,1,100,6,0,0,0, , ,4,4,50,50,100,1,3, ,3, ,1, ,2, ,175,75,75,0,25,2,5,2,5,1,1,3,2, , , , , ,3,1,1,1, , , ,5,6,2,2,1,90,5,0,100,157.5,8.75,8.75,0,175,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,1,2,13,1,70,1995,26,2005,16,8500,12000,2013,3.33333333333333,3, ,10,3.33333333333333,4, , ,1,1,1,1,1,1,0,20,20,55,5,0,0,3, ,12,4,0,1,20,1177,3,97,40,12,0,0,10,5,20,10,0, ,550,240,0,0,200,100,10,0,0, ,1, , , ,15,5,0,0, ,1,85,50,20,0,0,0,5,10,0,0, ,1, , , ,20,1,0, ,0, ,1,4,96701,2, , , , ,1, , ,1,6,7,6,1,1,1,1,post covid, , , ,bottom fish,pelagic, , , , ,4,4,4,4,4,4,4,4,4, , ,4,4,4,4,4,4, , , , , ,11,5,1, ,30.5, , ,23902, ,9.09090909090909, ,8.75,2, , , , ,97, , , ,85, , , , , ,1,1,5,8,0,3, ,5, , ,0
4,1,1, ,3,3,3,3,4,2,1,1, ,100,7.2,7.2,19.8,1.8,0,0,4,14,1,6, , ,0,1, , , , , , , , , ,0, , , , , , , ,4,4,50,50,100, ,5, ,5, ,4, ,4, ,2100,750,750,300,300,4,50,3,25,1,1,2, , , , ,3,Pay for insane mooring fees. LoL,3,1,1,1, , , ,37,2,3,1,4,5,0,58,100,105,777,0,1218,2100,1,4,1,1,1,4,1, ,50,0,0,0,50,0,100,6, ,7500,7500,0,3,5,2,2,30,60,5,5,100,2250,4500,375,375,1,0,1,1,31,4,315,1981,40,2012,9, ,80000,2021,4.16666666666667,5,.16,75,4,5,.16, ,1,1,1,1,1,1,0,20,20,55,5,0,0,3, ,60,1,500,2,36,1824,3,660,250,5,20,80,150,50,25,80,0, ,12750,550,0,5400,500,6000,300,0,0, ,1, , , ,25,1,500,0, ,1,260,100,5,15,80,0,25,15,20,0, ,1, , , ,550,2,0, ,450,1,1,4,96741,2, ,1, , , , , ,1,2,6,5,1,1,1,1,"Social seems to be popularizing the sport as more people, especially the younger generation start. By posting and sharing their catch, it causes others to want to start fishing.  Just wanted to clarify that although I have technically owned the boat just recently (passed down from my father), I have been fishing for around 40 years or so but not as frequently. Notice a lot more boats these days. Unsure why but am guessing that social media plays a big part in it.  More boats equals more people f",Ehu,Gindai,Ahi,Hogo,Gindai,Haupuupuu,Ahi,Aku,Kalekale,3,1,1,5,5,3,4,4,4,1,None,3,3,3,3,2,3,1,None,"Catch report data, especially deep 7 and other non-pelagics should continue to be analyzed.  Along with the catch data and location, other factors that could influence the catch (moon/tide/time of year/ currents/etc) should be used in the analysis as it has a huge impact on a fisherman''s catch and potentially skew fish stock estimates. These external sources are also largely responsible for fish to completely leave an area for an extended period of time.  Provide reasons and criteria on how clo","Not really, other than I''d probably sell more fish.","For a periods of time, the wholesaler did not purchase as many fish as they normally would.  In return, I went a little less and due to the loss of income by many people, I tended to give away a larger amount of my catch to friends/family/co-workers and some of the elderly folks.",688,18,9,758,1395.6,1732.9,9973.5,21798,367.1,1.30813953488372,124.168816279736,58.3333333333333,4,208.333333333333,3, , ,660, , , ,260, , , , , ,1,1,5,0,0,5,6,0, , ,0
2,2,1, ,2,2,3,1,5,1,1,1, ,100,4.5,0,13.5,0,0,0,2,6,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,6,1,100,0,100,3,3, ,3, ,1, ,2, ,175,75,75,0,25,2,5,2,5,1,1, , , , , , , ,1,1,1,1, , , ,50,4,4,1,1,50,0,0,100,87.5,87.5,0,0,175,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,1,1,21,2,230,1999,22,1999,22, , , , , , , , , , , ,1,0,1,1,1,0,0,25,0,75,0,0,0,3, , , , , ,18,1360, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,96750,2, ,1, , , , , ,1,2,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,99,0,3, ,73, , ,2364, ,3.03030303030303, ,9.72222222222222,2, , , , , , , , , , , , , , ,1,1,5, ,0,3, ,0, , ,0
2,1,1, ,1,1,3,3,3,1,1,1, ,99.99,1.9998,1.9998,1.9998,0,0,0,3,9,2, , , ,0,1, , , , , , , , , ,0, , , , , , , ,6,1,100,0,100,4,4, ,2, ,1, ,1, ,325,300,25,0,0,1,0, , ,1,1,3,2, , , , , ,3,1,1,1, , , ,6,5,2,2,1,88,6,0,100,286,19.5,19.5,0,325,2, , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , ,1,1,22,2,250,2016,5,2020,1,36840,30000, ,3.33333333333333,3.44827586206897,.5,80,3.33333333333333,5,.5,80,1,1,1,1,1,0,0,33.33,33.33,33.33,0,0,0,1, ,15,29,40,.25,6,1307,1,260,50,100,30,20,20,30,10,0,0, ,3526,403,0,2123,0,0,1000,0,0, ,1, , , ,15,20,20,.25, ,2,220,50,100,10,10,20,20,10,0,0, ,1, , , ,403,2,0, ,2123,2,1,4,96725,2, , , , ,1, , ,1,6,5,5,2,2,1,1,costs to go out are going up,Tuna,Ono,MAHI MAHI,Tuna,ONO,Mahi Mahi, , , ,5,4,3,5,4,4,5,4,5, , ,4,3,4,4,4,4, , , ,new in 2020 no experience before, ,5,0,0, ,50, , ,34443, ,0, ,54.1666666666667,4, , ,260, , , , , , ,220, , , , ,1,1,5, ,0,3, ,0, , ,0
